_MCATE_CD_NM,SEXDSTN_CD,BIRTH_YEAR,MRRG_AT_CD,CHLDRN_AT_CD,FAMILY_TY_NM,OC_AREA_CD,ANSWRR_OC_AREA_NM,OCCP_CL_NM,MT_AVRG_HSHLD_INCOME_DGREE_NM,COM_AT,TOUR_PD,LDGS_NM,LDGS_ADDR,LDGS_ROAD_NM_ADDR,GSRM_SCALE_CN,LDGS_GRAD_VALUE,LDGMNT_TY_NM,LDGS_AVRG_PRC,LDGS_MIN_PRC,LDGS_MXMM_PRC,LDGS_AVRG_SCORE_CO,COM_TY,여행유형,나이,나이대
18556,F,1987,미혼,X,1,대전,유성구,사무직,1000만원 초과,Y,2022,호텔현대 바이 라한 목포,전남,전남 영암군 삼호읍 대불로 91,200개 이상,4성,관광호텔업,208659,99000,604056,9,연인,연애여행,36,30대
18557,M,1957,기혼,결혼하지 않은 성인,3,서울,서초구,사무직,1000만원 초과,Y,2020,호텔현대 바이 라한 목포,전남,전남 영암군 삼호읍 대불로 91,200개 이상,4성,관광호텔업,208659,99000,604056,9,배우자,연애여행,64,60대
18566,M,1970,기혼,자녀가 없음,2,경기,화성시,경영/관리직,1000만원 초과,Y,2020,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,배우자,연애여행,51,50대
18567,F,1983,기혼,"영/유아, 초등학생",5,광주,광산구,기술직,1000만원 초과,Y,2018,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,배우자,연애여행,36,30대
18578,M,1962,기혼,결혼하지 않은 성인,4,인천,계양구,자영업,1000만원 초과,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,61,60대
18580,M,1951,기혼,결혼하지 않은 성인,2,서울,서초구,경영/관리직,1000만원 초과,Y,2018,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,68,60대
18581,M,1979,기혼,자녀가 없음,2,경기,화성시,경영/관리직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,43,40대
18582,M,1970,기혼,대학/대학원생 자녀,2,세종,,사무직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,52,50대
18584,F,1968,기혼,대학/대학원생 자녀,4,서울,강동구,사무직,1000만원 초과,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,53,50대
18585,M,1970,기혼,대학/대학원생 자녀,3,경기,성남시,사무직,1000만원 초과,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,51,50대
18592,M,1986,기혼,자녀가 없음,2,경기,성남시,사무직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,36,30대
18593,M,1963,기혼,대학/대학원생 자녀,3,서울,강동구,경영/관리직,1000만원 초과,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,60,60대
18597,M,1966,기혼,대학/대학원생 자녀,5,대전,서구,기술직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,56,50대
18599,M,1958,기혼,결혼한 성인,2,서울,서초구,전문직,1000만원 초과,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,64,60대
18603,M,1973,기혼,자녀가 없음,2,경기,용인시,사무직,1000만원 초과,Y,2020,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,배우자,연애여행,48,40대
18610,M,1980,기혼,"영/유아, 초등학생",3,충북,충주시,경영/관리직,1000만원 초과,Y,2020,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,배우자,연애여행,41,40대
18611,F,1972,기혼,대학/대학원생 자녀,3,충남,천안시,사무직,1000만원 초과,Y,2022,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,배우자,연애여행,51,50대
18614,F,1967,기혼,결혼하지 않은 성인,4,부산,사하구,기술직,1000만원 초과,Y,2021,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,배우자,연애여행,55,50대
18617,F,1982,미혼,X,1,서울,강남구,자영업,1000만원 초과,Y,2021,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,연인,연애여행,40,40대
18622,M,1969,기혼,자녀가 없음,1,충북,제천시,전문직,1000만원 초과,Y,2021,소노캄 여수,전남,전남 여수시 오동도로 111,200개 이상,5성,관광호텔업,378006,165035,598000,8,연인,연애여행,53,50대
18624,M,1968,기혼,대학/대학원생 자녀,4,부산,동래구,전문직,1000만원 초과,Y,2021,베네치아관광호텔,전남,전남 순천시 팔마2길 13,100개 이하,2성,관광호텔업,167232,99000,294118,9,배우자,연애여행,54,50대
18626,F,1981,기혼,중/고등학생,5,서울,송파구,자영업,1000만원 초과,Y,2022,베네치아관광호텔,전남,전남 순천시 팔마2길 13,100개 이하,2성,관광호텔업,167232,99000,294118,9,배우자,연애여행,42,40대
18629,M,1968,기혼,대학/대학원생 자녀,4,경기,용인시,경영/관리직,1000만원 초과,Y,2021,베네치아관광호텔,전남,전남 순천시 팔마2길 13,100개 이하,2성,관광호텔업,167232,99000,294118,9,배우자,연애여행,54,50대
18640,F,1969,기혼,대학/대학원생 자녀,4,경기,성남시,전업주부,1000만원 초과,Y,2021,금호리조트 화순,전남,전남 화순군 백아면 옥리길 14-21,200개 이상,성급없음,휴양콘도미니엄업,112774,94400,153400,8,배우자,연애여행,53,50대
18647,M,1988,미혼,X,2,서울,서초구,판매/서비스직,1000만원 초과,Y,2023,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,연인,연애여행,36,30대
18648,M,1982,미혼,X,3,경기,안양시,사무직,1000만원 초과,Y,2021,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,연인,연애여행,40,40대
18649,M,1961,기혼,결혼한 성인,2,인천,서구,전문직,1000만원 초과,Y,2022,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,배우자,연애여행,62,60대
18650,M,1981,기혼,"영/유아, 초등학생",3,서울,송파구,전문직,1000만원 초과,Y,2020,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,배우자,연애여행,40,40대
18651,M,1957,기혼,대학/대학원생 자녀,3,인천,연수구,전문직,1000만원 초과,Y,2020,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,배우자,연애여행,64,60대
18656,M,1979,기혼,자녀가 없음,4,경기,용인시,자영업,1000만원 초과,Y,2023,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,배우자,연애여행,45,40대
18658,M,1971,기혼,"영/유아, 초등학생",3,인천,서구,자영업,1000만원 초과,Y,2021,파라다이스시티,인천,인천 중구 영종해안남로321번길 186,200개 이상,5성,관광호텔업,762659,550000,990000,8,배우자,연애여행,51,50대
18675,M,1980,기혼,"영/유아, 초등학생",5,서울,동대문구,기술직,1000만원 초과,Y,2021,쉐라톤 그랜드 인천,인천,인천 연수구 컨벤시아대로 153,200개 이상,5성,관광호텔업,359830,242000,580800,8,배우자,연애여행,42,40대
18681,F,2000,미혼,X,4,경기,양주시,사무직,1000만원 초과,Y,2022,송도센트럴파크호텔,인천,인천 연수구 테크노파크로 193,200개 이상,3성,미분류,177655,93719,350000,8,연인,연애여행,23,20대
18700,M,1959,기혼,결혼하지 않은 성인,3,경기,의왕시,경영/관리직,1000만원 초과,Y,2019,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,배우자,연애여행,61,60대
18701,M,1962,기혼,결혼하지 않은 성인,3,서울,강남구,경영/관리직,1000만원 초과,Y,2021,롯데호텔 울산,,울산광역시 남구 삼산로 282 (삼산동),200개 이하,5성,관광호텔업,243193,152378,435600,9,배우자,연애여행,60,60대
18705,M,1961,기혼,결혼하지 않은 성인,5,경남,진주시,전문직,1000만원 초과,Y,2022,롯데호텔 울산,,울산광역시 남구 삼산로 282 (삼산동),200개 이하,5성,관광호텔업,243193,152378,435600,9,배우자,연애여행,62,60대
18712,M,1966,기혼,결혼하지 않은 성인,5,경기,수원시,자영업,1000만원 초과,Y,2023,롯데호텔 울산,,울산광역시 남구 삼산로 282 (삼산동),200개 이하,5성,관광호텔업,243193,152378,435600,9,배우자,연애여행,58,50대
18713,M,1979,기혼,자녀가 없음,3,인천,강화군,자영업,1000만원 초과,Y,2021,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,배우자,연애여행,43,40대
18714,F,1982,기혼,"영/유아, 초등학생",3,인천,서구,자유직,1000만원 초과,Y,2021,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,배우자,연애여행,40,40대
18715,F,1981,기혼,자녀가 없음,2,인천,강화군,자영업,1000만원 초과,Y,2022,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,배우자,연애여행,42,40대
18718,F,1981,기혼,자녀가 없음,2,인천,강화군,자영업,1000만원 초과,Y,2022,코트야드 바이 메리어트 서울 타임스퀘어,서울,서울 영등포구 영중로 15,200개 이상,4성,관광호텔업,306528,205700,538450,8,배우자,연애여행,42,40대
18720,M,1963,기혼,결혼하지 않은 성인,3,인천,미추홀구,전문직,1000만원 초과,Y,2022,콘래드 서울 호텔,서울,서울 영등포구 국제금융로 10,200개 이상,5성,관광호텔업,638671,421685,998800,8,배우자,연애여행,60,60대
18726,F,1969,기혼,대학/대학원생 자녀,2,서울,성동구,전문직,1000만원 초과,Y,2022,인터컨티넨탈 서울 코엑스,서울,서울 강남구 봉은사로 524,200개 이상,5성,관광호텔업,439796,239000,810701,8,배우자,연애여행,54,50대
18728,F,1972,기혼,중/고등학생,4,경기,성남시,사무직,1000만원 초과,Y,2021,그랜드 워커힐 서울,서울,서울특별시 광진구 워커힐로 177,200개 이상,5성,관광호텔업,418933,157700,762300,8,배우자,연애여행,50,50대
18731,M,1961,기혼,결혼하지 않은 성인,4,강원,춘천시,자영업,1000만원 초과,Y,2020,그랜드 워커힐 서울,서울,서울특별시 광진구 워커힐로 177,200개 이상,5성,관광호텔업,418933,157700,762300,8,배우자,연애여행,60,60대
18734,M,1952,기혼,결혼해 자녀가 있음,3,서울,송파구,자영업,1000만원 초과,Y,2020,그랜드 워커힐 서울,서울,서울특별시 광진구 워커힐로 177,200개 이상,5성,관광호텔업,418933,157700,762300,8,배우자,연애여행,69,60대
18736,F,1972,기혼,대학/대학원생 자녀,4,경기,성남시,사무직,1000만원 초과,Y,2021,그랜드 워커힐 서울,서울,서울특별시 광진구 워커힐로 177,200개 이상,5성,관광호텔업,418933,157700,762300,8,배우자,연애여행,50,50대
18739,M,1969,기혼,자녀가 없음,2,충남,아산시,사무직,1000만원 초과,Y,2023,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,배우자,연애여행,55,50대
18740,F,1985,기혼,자녀가 없음,2,서울,구로구,사무직,1000만원 초과,Y,2021,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,배우자,연애여행,37,30대
18743,F,1983,기혼,"영/유아, 초등학생",3,인천,연수구,사무직,1000만원 초과,Y,2021,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,배우자,연애여행,39,30대
18745,M,1981,기혼,자녀가 없음,2,전남,순천시,자영업,1000만원 초과,Y,2021,서울신라호텔,서울,서울 중구 동호로 249,200개 이상,5성,관광호텔업,672996,413600,995500,9,배우자,연애여행,41,40대
18749,M,1974,기혼,결혼하지 않은 성인,4,경기,평택시,사무직,1000만원 초과,Y,2021,신라스테이광화문,서울,서울 종로구 삼봉로 71,200개 이상,3성,관광호텔업,226237,143143,556600,9,배우자,연애여행,48,40대
18752,M,1980,기혼,"영/유아, 초등학생",4,경기,안양시,사무직,1000만원 초과,Y,2022,신라스테이 서대문,서울,서울 서대문구 충정로 76,200개 이상,3성,관광호텔업,193264,109021,478500,8,배우자,연애여행,43,40대
18753,M,1982,기혼,자녀가 없음,2,경기,화성시,사무직,1000만원 초과,Y,2021,신라스테이 삼성,서울,서울 강남구 영동대로 506,200개 이상,3성,관광호텔업,262229,139000,990000,9,배우자,연애여행,40,40대
18755,F,1998,미혼,X,4,전북,전주시,사무직,1000만원 초과,Y,2023,신라스테이 삼성,서울,서울 강남구 영동대로 506,200개 이상,3성,관광호텔업,262229,139000,990000,9,연인,연애여행,26,20대
18764,F,1972,기혼,대학/대학원생 자녀,3,서울,광진구,사무직,1000만원 초과,Y,2020,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,배우자,연애여행,49,40대
18766,F,1977,기혼,중/고등학생,6,경남,창원시,전업주부,1000만원 초과,Y,2022,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,배우자,연애여행,46,40대
18768,M,1977,기혼,자녀가 없음,2,충북,청주시,사무직,1000만원 초과,Y,2021,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,배우자,연애여행,45,40대
18774,F,1962,기혼,대학/대학원생 자녀,3,서울,영등포구,기타,1000만원 초과,Y,2019,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,배우자,연애여행,58,50대
18775,M,1974,기혼,중/고등학생,6,광주,남구,자영업,1000만원 초과,Y,2019,롯데 호텔 서울,서울,서울 중구 을지로 30,200개 이상,5성,관광호텔업,582563,294030,992200,8,배우자,연애여행,46,40대
18781,F,1994,미혼,X,5,서울,성북구,기술직,1000만원 초과,Y,2021,노보텔 앰배서더 서울 용산,서울,서울 용산구 청파로20길 95,200개 이상,5성,관광호텔업,303097,123750,648450,9,연인,연애여행,28,20대
18783,M,2001,미혼,X,6,경기,양주시,대학(원)생,1000만원 초과,Y,2022,나인트리프리미어호텔인사동,서울,서울 종로구 인사동길 49,200개 이상,4성,관광호텔,231450,127067,510000,8,연인,연애여행,22,20대
18785,M,1983,미혼,X,3,대구,수성구,경영/관리직,1000만원 초과,Y,2021,그랜드 하얏트 서울,서울,서울 용산구 소월로 322,200개 이상,5성,관광호텔업,613231,399000,998250,9,연인,연애여행,39,30대
18786,M,1983,미혼,X,3,대구,수성구,자영업,1000만원 초과,Y,2018,그랜드 하얏트 서울,서울,서울 용산구 소월로 322,200개 이상,5성,관광호텔업,613231,399000,998250,9,연인,연애여행,36,30대
18788,F,1974,기혼,대학/대학원생 자녀,4,부산,강서구,전업주부,1000만원 초과,Y,2023,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,배우자,연애여행,50,50대
18794,M,1963,기혼,결혼하지 않은 성인,3,인천,미추홀구,전문직,1000만원 초과,Y,2019,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,배우자,연애여행,57,50대
18799,M,1980,기혼,자녀가 없음,4,경기,성남시,자영업,1000만원 초과,Y,2023,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,배우자,연애여행,44,40대
18804,M,1962,기혼,결혼한 성인,3,경남,진주시,사무직,1000만원 초과,Y,2023,힐튼 호텔 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔,587997,83864,990000,8,배우자,연애여행,62,60대
18810,M,1964,기혼,대학/대학원생 자녀,2,경남,거창군,사무직,1000만원 초과,Y,2020,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,배우자,연애여행,57,50대
18811,M,1976,기혼,자녀가 없음,2,광주,서구,사무직,1000만원 초과,Y,2018,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,배우자,연애여행,43,40대
18816,F,1957,기혼,결혼하지 않은 성인,4,서울,양천구,전업주부,1000만원 초과,Y,2022,한화리조트 해운대,부산,부산광역시 해운대구 마린시티3로 52,200개 이상,성급없음,휴양콘도미니엄업,320737,139937,602000,9,배우자,연애여행,66,60대
18817,F,1990,기혼,자녀가 없음,2,경기,고양시,자영업,1000만원 초과,Y,2022,파크 하얏트 부산,부산,부산 해운대구 마린시티1로 51,200개 이상,5성,관광호텔업,651089,357000,994400,9,연인,연애여행,33,30대
18819,M,1968,기혼,결혼하지 않은 성인,4,경기,용인시,사무직,1000만원 초과,Y,2019,파크 하얏트 부산,부산,부산 해운대구 마린시티1로 51,200개 이상,5성,관광호텔업,651089,357000,994400,9,연인,연애여행,52,50대
18820,F,1986,기혼,자녀가 없음,3,경북,포항시,사무직,1000만원 초과,Y,2019,파크 하얏트 부산,부산,부산 해운대구 마린시티1로 51,200개 이상,5성,관광호텔업,651089,357000,994400,9,배우자,연애여행,34,30대
18821,M,1979,기혼,자녀가 없음,2,서울,송파구,경영/관리직,1000만원 초과,Y,2022,파크 하얏트 부산,부산,부산 해운대구 마린시티1로 51,200개 이상,5성,관광호텔업,651089,357000,994400,9,배우자,연애여행,44,40대
18823,M,1982,기혼,"영/유아, 초등학생",4,광주,동구,기술직,1000만원 초과,Y,2022,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,41,40대
18826,F,1973,기혼,중/고등학생,4,서울,강남구,전문직,1000만원 초과,Y,2022,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,50,50대
18827,M,1996,미혼,X,3,인천,연수구,기능/숙련공,1000만원 초과,Y,2021,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,연인,연애여행,26,20대
18828,M,1964,기혼,대학/대학원생 자녀,3,경기,안양시,전문직,1000만원 초과,Y,2021,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,58,50대
18830,F,1960,기혼,결혼하지 않은 성인,3,서울,강남구,전문직,1000만원 초과,Y,2023,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,64,60대
18831,M,1967,기혼,중/고등학생,4,서울,성북구,경영/관리직,1000만원 초과,Y,2020,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,54,50대
18834,F,1983,기혼,자녀가 없음,5,서울,강동구,사무직,1000만원 초과,Y,2018,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,36,30대
18835,F,1997,기혼,자녀가 없음,2,대전,중구,대학(원)생,1000만원 초과,Y,2019,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,23,20대
18838,M,1970,기혼,자녀가 없음,2,경기,성남시,사무직,1000만원 초과,Y,2021,파라다이스호텔부산,부산,부산 해운대구 해운대해변로 296,200개 이상,5성,관광호텔업,552940,271150,968000,9,배우자,연애여행,52,50대
18840,F,1977,기혼,대학/대학원생 자녀,6,경남,창원시,전업주부,1000만원 초과,Y,2021,토요코인 해운대 2,부산,부산 해운대구 해운대해변로237번길 5,200개 이상,2성,관광호텔업,162510,70224,287375,7,배우자,연애여행,45,40대
18848,M,1969,기혼,대학/대학원생 자녀,4,전북,전주시,경영/관리직,1000만원 초과,Y,2021,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,배우자,연애여행,53,50대
18849,F,1961,기혼,결혼하지 않은 성인,4,경기,안양시,자영업,1000만원 초과,Y,2021,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,배우자,연애여행,61,60대
18850,M,1982,미혼,X,3,경기,안양시,경영/관리직,1000만원 초과,Y,2022,그랜드 조선 부산,부산,부산 해운대구 해운대해변로 292,200개 이상,5성,관광호텔업,615915,219999,990000,9,연인,연애여행,41,40대
18854,M,1959,기혼,결혼하지 않은 성인,3,서울,강남구,경영/관리직,1000만원 초과,Y,2021,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,배우자,연애여행,63,60대
18856,M,1989,미혼,X,4,서울,강서구,사무직,1000만원 초과,Y,2022,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,연인,연애여행,34,30대
18857,F,1966,기혼,결혼한 성인,2,경기,고양시,사무직,1000만원 초과,Y,2019,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,배우자,연애여행,54,50대
18858,M,1986,기혼,자녀가 없음,2,경기,성남시,사무직,1000만원 초과,Y,2022,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,배우자,연애여행,37,30대
18860,M,1966,기혼,대학/대학원생 자녀,3,경기,성남시,경영/관리직,1000만원 초과,Y,2022,웨스틴 조선 호텔 부산,부산,부산 해운대구 동백로 67,200개 이상,5성,관광호텔,465424,129523,990990,8,배우자,연애여행,57,50대
18869,F,1986,기혼,자녀가 없음,2,서울,송파구,사무직,1000만원 초과,Y,2020,아난티 힐튼 부산,부산,부산 기장군 기장읍 기장해안로 268-32,200개 이상,5성,관광호텔업,587643,383350,990000,9,배우자,연애여행,35,30대
18881,M,1971,기혼,중/고등학생,3,경기,남양주시,사무직,1000만원 초과,Y,2022,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,배우자,연애여행,52,50대
18882,M,1959,기혼,결혼하지 않은 성인,3,서울,강남구,경영/관리직,1000만원 초과,Y,2021,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,배우자,연애여행,63,60대
18883,M,1958,기혼,결혼한 성인,2,세종,,자영업,1000만원 초과,Y,2022,신라스테이 해운대,부산,부산 해운대구 해운대로570번길 46,200개 이상,4성,관광호텔업,279029,79475,792000,9,배우자,연애여행,65,60대
18894,M,1981,기혼,자녀가 없음,2,서울,동대문구,전문직,1000만원 초과,Y,2020,시그니엘 부산,부산,부산 해운대구 달맞이길 30,200개 이상,5성,관광호텔업,699166,190000,992200,9,연인,연애여행,40,40대
18897,M,1982,기혼,자녀가 없음,2,경기,화성시,사무직,1000만원 초과,Y,2023,센텀 프리미어 호텔,부산,부산 해운대구 센텀1로 17,200개 이상,4성,일반호텔,198252,71280,528000,9,연인,연애여행,42,40대
18898,F,1962,기혼,결혼하지 않은 성인,3,서울,송파구,전업주부,1000만원 초과,Y,2022,베스트웨스턴 해운대 호텔,부산,부산 해운대구 구남로 42,200개 이하,3성,일반호텔,174404,70432,400000,9,배우자,연애여행,61,60대
18901,F,1979,기혼,"영/유아, 초등학생",5,서울,성동구,사무직,1000만원 초과,Y,2021,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,배우자,연애여행,43,40대
18902,F,1976,기혼,자녀가 없음,2,경남,창원시,자영업,1000만원 초과,Y,2020,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,배우자,연애여행,45,40대
18905,M,1961,기혼,결혼하지 않은 성인,4,경기,안양시,경영/관리직,1000만원 초과,Y,2022,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,배우자,연애여행,62,60대
18907,F,1988,미혼,X,4,부산,사하구,기술직,1000만원 초과,Y,2021,롯데 호텔 부산,부산,부산 부산진구 가야대로 772,200개 이상,5성,관광호텔업,357761,90730,968000,9,연인,연애여행,34,30대
18920,M,1961,기혼,결혼하지 않은 성인,4,경기,수원시,경영/관리직,1000만원 초과,Y,2022,라마다 앙코르 해운대,부산,부산 해운대구 구남로 9,200개 이상,4성,일반호텔,200891,83700,480000,9,배우자,연애여행,62,60대
18925,F,1995,미혼,X,4,경기,광명시,사무직,1000만원 초과,Y,2021,라마다 앙코르 해운대,부산,부산 해운대구 구남로 9,200개 이상,4성,일반호텔,200891,83700,480000,9,연인,연애여행,27,20대
18926,M,1973,기혼,자녀가 없음,2,경기,성남시,경영/관리직,1000만원 초과,Y,2022,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,배우자,연애여행,50,50대
18927,M,1967,기혼,결혼하지 않은 성인,2,서울,종로구,자영업,1000만원 초과,Y,2020,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,배우자,연애여행,54,50대
18932,M,1970,기혼,대학/대학원생 자녀,4,경기,고양시,기능/숙련공,1000만원 초과,Y,2020,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,배우자,연애여행,51,50대
18934,M,1954,기혼,결혼하지 않은 성인,4,서울,성동구,기술직,1000만원 초과,Y,2020,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,배우자,연애여행,67,60대
18935,M,1967,기혼,자녀가 없음,2,서울,종로구,자영업,1000만원 초과,Y,2019,호텔 농심,부산,부산 동래구 금강공원로20번길 23,200개 이상,5성,관광호텔업,195427,52941,423500,9,배우자,연애여행,53,50대
18941,M,1960,기혼,결혼하지 않은 성인,2,서울,동작구,경영/관리직,1000만원 초과,Y,2020,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,배우자,연애여행,61,60대
18943,M,1981,기혼,자녀가 없음,2,서울,영등포구,사무직,1000만원 초과,Y,2020,유성호텔,대전,대전 유성구 온천로 9,200개 이하,3성,관광호텔,195606,136408,388800,8,배우자,연애여행,40,40대
